Tanggal,Provinsi,Komoditas (Rp),Harga
03/01/2023,Nusa Tenggara Timur,Beras Premium,12520.0
03/01/2023,Nusa Tenggara Timur,Beras Medium,10720.0
03/01/2023,Nusa Tenggara Timur,Bawang Merah,38500.0
03/01/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,35480.0
03/01/2023,Nusa Tenggara Timur,Cabai Rawit Merah,61100.0
03/01/2023,Kalimantan Barat,Beras Premium,14330.0
03/01/2023,Kalimantan Barat,Beras Medium,12500.0
03/01/2023,Kalimantan Barat,Bawang Merah,41890.0
03/01/2023,Kalimantan Barat,Bawang Putih Bonggol,25380.0
03/01/2023,Kalimantan Barat,Cabai Rawit Merah,74790.0
03/01/2023,Kalimantan Tengah,Beras Premium,15340.0
03/01/2023,Kalimantan Tengah,Beras Medium,12580.0
03/01/2023,Kalimantan Tengah,Bawang Merah,39320.0
03/01/2023,Kalimantan Tengah,Bawang Putih Bonggol,29190.0
03/01/2023,Kalimantan Tengah,Cabai Rawit Merah,71610.0
03/01/2023,Kalimantan Selatan,Beras Premium,16960.0
03/01/2023,Kalimantan Selatan,Beras Medium,12870.0
03/01/2023,Kalimantan Selatan,Bawang Merah,35030.0
03/01/2023,Kalimantan Selatan,Bawang Putih Bonggol,25730.0
03/01/2023,Kalimantan Selatan,Cabai Rawit Merah,57540.0
03/01/2023,Kalimantan Timur,Beras Premium,13600.0
03/01/2023,Kalimantan Timur,Beras Medium,12050.0
03/01/2023,Kalimantan Timur,Bawang Merah,40120.0
03/01/2023,Kalimantan Timur,Bawang Putih Bonggol,27600.0
03/01/2023,Kalimantan Timur,Cabai Rawit Merah,55860.0
03/01/2023,Kalimantan Utara,Beras Premium,15050.0
03/01/2023,Kalimantan Utara,Beras Medium,13540.0
03/01/2023,Kalimantan Utara,Bawang Merah,43620.0
03/01/2023,Kalimantan Utara,Bawang Putih Bonggol,32610.0
03/01/2023,Kalimantan Utara,Cabai Rawit Merah,75630.0
03/01/2023,Sulawesi Utara,Beras Premium,12910.0
03/01/2023,Sulawesi Utara,Beras Medium,11930.0
03/01/2023,Sulawesi Utara,Bawang Merah,43940.0
03/01/2023,Sulawesi Utara,Bawang Putih Bonggol,32000.0
03/01/2023,Sulawesi Utara,Cabai Rawit Merah,51930.0
03/01/2023,Sulawesi Tengah,Beras Premium,12060.0
03/01/2023,Sulawesi Tengah,Beras Medium,10590.0
03/01/2023,Sulawesi Tengah,Bawang Merah,39910.0
03/01/2023,Sulawesi Tengah,Bawang Putih Bonggol,31210.0
03/01/2023,Sulawesi Tengah,Cabai Rawit Merah,45790.0
03/01/2023,Sulawesi Selatan,Beras Premium,11610.0
03/01/2023,Sulawesi Selatan,Beras Medium,10240.0
03/01/2023,Sulawesi Selatan,Bawang Merah,34050.0
03/01/2023,Sulawesi Selatan,Bawang Putih Bonggol,26350.0
03/01/2023,Sulawesi Selatan,Cabai Rawit Merah,31440.0
03/01/2023,Sulawesi Tenggara,Beras Premium,12240.0
03/01/2023,Sulawesi Tenggara,Beras Medium,11140.0
03/01/2023,Sulawesi Tenggara,Bawang Merah,42850.0
03/01/2023,Sulawesi Tenggara,Bawang Putih Bonggol,34120.0
03/01/2023,Sulawesi Tenggara,Cabai Rawit Merah,47350.0
03/01/2023,Gorontalo,Beras Premium,12410.0
03/01/2023,Gorontalo,Beras Medium,11180.0
03/01/2023,Gorontalo,Bawang Merah,36710.0
03/01/2023,Gorontalo,Bawang Putih Bonggol,33370.0
03/01/2023,Gorontalo,Cabai Rawit Merah,48890.0
03/01/2023,Sulawesi Barat,Beras Premium,12040.0
03/01/2023,Sulawesi Barat,Beras Medium,10910.0
03/01/2023,Sulawesi Barat,Bawang Merah,33520.0
03/01/2023,Sulawesi Barat,Bawang Putih Bonggol,28440.0
03/01/2023,Sulawesi Barat,Cabai Rawit Merah,36250.0
03/01/2023,Maluku,Beras Premium,14630.0
03/01/2023,Maluku,Beras Medium,12760.0
03/01/2023,Maluku,Bawang Merah,46160.0
03/01/2023,Maluku,Bawang Putih Bonggol,35180.0
03/01/2023,Maluku,Cabai Rawit Merah,84960.0
03/01/2023,Maluku Utara,Beras Premium,14450.0
03/01/2023,Maluku Utara,Beras Medium,12980.0
03/01/2023,Maluku Utara,Bawang Merah,53990.0
03/01/2023,Maluku Utara,Bawang Putih Bonggol,40760.0
03/01/2023,Maluku Utara,Cabai Rawit Merah,73300.0
03/01/2023,Papua Barat,Beras Premium,16340.0
03/01/2023,Papua Barat,Beras Medium,13310.0
03/01/2023,Papua Barat,Bawang Merah,59580.0
03/01/2023,Papua Barat,Bawang Putih Bonggol,45620.0
03/01/2023,Papua Barat,Cabai Rawit Merah,84510.0
03/01/2023,Papua,Beras Premium,15210.0
03/01/2023,Papua,Beras Medium,13180.0
03/01/2023,Papua,Bawang Merah,59760.0
03/01/2023,Papua,Bawang Putih Bonggol,36100.0
03/01/2023,Papua,Cabai Rawit Merah,88880.0
03/01/2023,Papua Barat Daya,Beras Premium,
03/01/2023,Papua Barat Daya,Beras Medium,
03/01/2023,Papua Barat Daya,Bawang Merah,
03/01/2023,Papua Barat Daya,Bawang Putih Bonggol,
03/01/2023,Papua Barat Daya,Cabai Rawit Merah,
03/01/2023,Papua Pegunungan,Beras Premium,
03/01/2023,Papua Pegunungan,Beras Medium,
03/01/2023,Papua Pegunungan,Bawang Merah,
03/01/2023,Papua Pegunungan,Bawang Putih Bonggol,
03/01/2023,Papua Pegunungan,Cabai Rawit Merah,
03/01/2023,Papua Tengah,Beras Premium,
03/01/2023,Papua Tengah,Beras Medium,
03/01/2023,Papua Tengah,Bawang Merah,
03/01/2023,Papua Tengah,Bawang Putih Bonggol,
03/01/2023,Papua Tengah,Cabai Rawit Merah,
03/01/2023,Papua Selatan,Beras Premium,
03/01/2023,Papua Selatan,Beras Medium,
03/01/2023,Papua Selatan,Bawang Merah,
03/01/2023,Papua Selatan,Bawang Putih Bonggol,
03/01/2023,Papua Selatan,Cabai Rawit Merah,
04/01/2023,Aceh,Beras Premium,12380.0
04/01/2023,Aceh,Beras Medium,11220.0
04/01/2023,Aceh,Bawang Merah,32590.0
04/01/2023,Aceh,Bawang Putih Bonggol,25050.0
04/01/2023,Aceh,Cabai Rawit Merah,
04/01/2023,Sumatera Utara,Beras Premium,12900.0
04/01/2023,Sumatera Utara,Beras Medium,11790.0
04/01/2023,Sumatera Utara,Bawang Merah,31100.0
04/01/2023,Sumatera Utara,Bawang Putih Bonggol,26370.0
04/01/2023,Sumatera Utara,Cabai Rawit Merah,50000.0
04/01/2023,Sumatera Barat,Beras Premium,15530.0
04/01/2023,Sumatera Barat,Beras Medium,13600.0
04/01/2023,Sumatera Barat,Bawang Merah,26410.0
04/01/2023,Sumatera Barat,Bawang Putih Bonggol,23220.0
04/01/2023,Sumatera Barat,Cabai Rawit Merah,48990.0
04/01/2023,Riau,Beras Premium,15390.0
04/01/2023,Riau,Beras Medium,13380.0
04/01/2023,Riau,Bawang Merah,30110.0
04/01/2023,Riau,Bawang Putih Bonggol,25100.0
04/01/2023,Riau,Cabai Rawit Merah,62690.0
04/01/2023,Jambi,Beras Premium,13270.0
04/01/2023,Jambi,Beras Medium,11080.0
04/01/2023,Jambi,Bawang Merah,25610.0
04/01/2023,Jambi,Bawang Putih Bonggol,24160.0
04/01/2023,Jambi,Cabai Rawit Merah,61750.0
04/01/2023,Sumatera Selatan,Beras Premium,12170.0
04/01/2023,Sumatera Selatan,Beras Medium,10820.0
04/01/2023,Sumatera Selatan,Bawang Merah,34460.0
04/01/2023,Sumatera Selatan,Bawang Putih Bonggol,23970.0
04/01/2023,Sumatera Selatan,Cabai Rawit Merah,55570.0
04/01/2023,Bengkulu,Beras Premium,12910.0
04/01/2023,Bengkulu,Beras Medium,11230.0
04/01/2023,Bengkulu,Bawang Merah,34690.0
04/01/2023,Bengkulu,Bawang Putih Bonggol,24990.0
04/01/2023,Bengkulu,Cabai Rawit Merah,52760.0
04/01/2023,Lampung,Beras Premium,12180.0
04/01/2023,Lampung,Beras Medium,10890.0
04/01/2023,Lampung,Bawang Merah,33400.0
04/01/2023,Lampung,Bawang Putih Bonggol,23300.0
04/01/2023,Lampung,Cabai Rawit Merah,55070.0
04/01/2023,Kepulauan Bangka Belitung,Beras Premium,13000.0
04/01/2023,Kepulauan Bangka Belitung,Beras Medium,10830.0
04/01/2023,Kepulauan Bangka Belitung,Bawang Merah,43370.0
04/01/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,26570.0
04/01/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,79260.0
04/01/2023,Kepulauan Riau,Beras Premium,14410.0
04/01/2023,Kepulauan Riau,Beras Medium,12990.0
04/01/2023,Kepulauan Riau,Bawang Merah,42700.0
04/01/2023,Kepulauan Riau,Bawang Putih Bonggol,26630.0
04/01/2023,Kepulauan Riau,Cabai Rawit Merah,77440.0
04/01/2023,DKI Jakarta,Beras Premium,12860.0
04/01/2023,DKI Jakarta,Beras Medium,10600.0
04/01/2023,DKI Jakarta,Bawang Merah,43570.0
04/01/2023,DKI Jakarta,Bawang Putih Bonggol,29860.0
04/01/2023,DKI Jakarta,Cabai Rawit Merah,75560.0
04/01/2023,Jawa Barat,Beras Premium,12150.0
04/01/2023,Jawa Barat,Beras Medium,10690.0
04/01/2023,Jawa Barat,Bawang Merah,33290.0
04/01/2023,Jawa Barat,Bawang Putih Bonggol,25560.0
04/01/2023,Jawa Barat,Cabai Rawit Merah,68450.0
04/01/2023,Jawa Tengah,Beras Premium,12320.0
04/01/2023,Jawa Tengah,Beras Medium,10870.0
04/01/2023,Jawa Tengah,Bawang Merah,33940.0
04/01/2023,Jawa Tengah,Bawang Putih Bonggol,22290.0
04/01/2023,Jawa Tengah,Cabai Rawit Merah,56590.0
04/01/2023,D.I Yogyakarta,Beras Premium,12500.0
04/01/2023,D.I Yogyakarta,Beras Medium,11410.0
04/01/2023,D.I Yogyakarta,Bawang Merah,32870.0
04/01/2023,D.I Yogyakarta,Bawang Putih Bonggol,21240.0
04/01/2023,D.I Yogyakarta,Cabai Rawit Merah,59980.0
04/01/2023,Jawa Timur,Beras Premium,12150.0
04/01/2023,Jawa Timur,Beras Medium,10890.0
04/01/2023,Jawa Timur,Bawang Merah,32590.0
04/01/2023,Jawa Timur,Bawang Putih Bonggol,21540.0
04/01/2023,Jawa Timur,Cabai Rawit Merah,58860.0
04/01/2023,Banten,Beras Premium,11840.0
04/01/2023,Banten,Beras Medium,10910.0
04/01/2023,Banten,Bawang Merah,36210.0
04/01/2023,Banten,Bawang Putih Bonggol,26500.0
04/01/2023,Banten,Cabai Rawit Merah,72570.0
04/01/2023,Bali,Beras Premium,12870.0
04/01/2023,Bali,Beras Medium,11680.0
04/01/2023,Bali,Bawang Merah,31690.0
04/01/2023,Bali,Bawang Putih Bonggol,21600.0
04/01/2023,Bali,Cabai Rawit Merah,71850.0
04/01/2023,Nusa Tenggara Barat,Beras Premium,11550.0
04/01/2023,Nusa Tenggara Barat,Beras Medium,10290.0
04/01/2023,Nusa Tenggara Barat,Bawang Merah,35280.0
04/01/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,25570.0
04/01/2023,Nusa Tenggara Barat,Cabai Rawit Merah,66570.0
04/01/2023,Nusa Tenggara Timur,Beras Premium,12370.0
04/01/2023,Nusa Tenggara Timur,Beras Medium,10790.0
04/01/2023,Nusa Tenggara Timur,Bawang Merah,38500.0
04/01/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,35060.0
04/01/2023,Nusa Tenggara Timur,Cabai Rawit Merah,61690.0
04/01/2023,Kalimantan Barat,Beras Premium,14330.0
04/01/2023,Kalimantan Barat,Beras Medium,12500.0
04/01/2023,Kalimantan Barat,Bawang Merah,42640.0
04/01/2023,Kalimantan Barat,Bawang Putih Bonggol,25380.0
04/01/2023,Kalimantan Barat,Cabai Rawit Merah,75570.0
04/01/2023,Kalimantan Tengah,Beras Premium,15340.0
04/01/2023,Kalimantan Tengah,Beras Medium,12580.0
04/01/2023,Kalimantan Tengah,Bawang Merah,39470.0
04/01/2023,Kalimantan Tengah,Bawang Putih Bonggol,29190.0
04/01/2023,Kalimantan Tengah,Cabai Rawit Merah,71610.0
04/01/2023,Kalimantan Selatan,Beras Premium,17030.0
04/01/2023,Kalimantan Selatan,Beras Medium,12870.0
04/01/2023,Kalimantan Selatan,Bawang Merah,34730.0
04/01/2023,Kalimantan Selatan,Bawang Putih Bonggol,25000.0
04/01/2023,Kalimantan Selatan,Cabai Rawit Merah,56900.0
04/01/2023,Kalimantan Timur,Beras Premium,13690.0
04/01/2023,Kalimantan Timur,Beras Medium,12150.0
04/01/2023,Kalimantan Timur,Bawang Merah,38530.0
04/01/2023,Kalimantan Timur,Bawang Putih Bonggol,27780.0
04/01/2023,Kalimantan Timur,Cabai Rawit Merah,57400.0
04/01/2023,Kalimantan Utara,Beras Premium,15050.0
04/01/2023,Kalimantan Utara,Beras Medium,13540.0
04/01/2023,Kalimantan Utara,Bawang Merah,43800.0
04/01/2023,Kalimantan Utara,Bawang Putih Bonggol,32610.0
04/01/2023,Kalimantan Utara,Cabai Rawit Merah,75630.0
04/01/2023,Sulawesi Utara,Beras Premium,12870.0
04/01/2023,Sulawesi Utara,Beras Medium,11930.0
04/01/2023,Sulawesi Utara,Bawang Merah,43930.0
04/01/2023,Sulawesi Utara,Bawang Putih Bonggol,31610.0
04/01/2023,Sulawesi Utara,Cabai Rawit Merah,49240.0
04/01/2023,Sulawesi Tengah,Beras Premium,12240.0
04/01/2023,Sulawesi Tengah,Beras Medium,10720.0
04/01/2023,Sulawesi Tengah,Bawang Merah,41020.0
04/01/2023,Sulawesi Tengah,Bawang Putih Bonggol,31810.0
04/01/2023,Sulawesi Tengah,Cabai Rawit Merah,50120.0
04/01/2023,Sulawesi Selatan,Beras Premium,11590.0
04/01/2023,Sulawesi Selatan,Beras Medium,10210.0
04/01/2023,Sulawesi Selatan,Bawang Merah,33830.0
04/01/2023,Sulawesi Selatan,Bawang Putih Bonggol,26390.0
04/01/2023,Sulawesi Selatan,Cabai Rawit Merah,31970.0
04/01/2023,Sulawesi Tenggara,Beras Premium,12290.0
04/01/2023,Sulawesi Tenggara,Beras Medium,10950.0
04/01/2023,Sulawesi Tenggara,Bawang Merah,42330.0
04/01/2023,Sulawesi Tenggara,Bawang Putih Bonggol,32990.0
04/01/2023,Sulawesi Tenggara,Cabai Rawit Merah,49350.0
04/01/2023,Gorontalo,Beras Premium,12410.0
04/01/2023,Gorontalo,Beras Medium,11180.0
04/01/2023,Gorontalo,Bawang Merah,37620.0
04/01/2023,Gorontalo,Bawang Putih Bonggol,32770.0
04/01/2023,Gorontalo,Cabai Rawit Merah,47800.0
04/01/2023,Sulawesi Barat,Beras Premium,12120.0
04/01/2023,Sulawesi Barat,Beras Medium,10990.0
04/01/2023,Sulawesi Barat,Bawang Merah,34980.0
04/01/2023,Sulawesi Barat,Bawang Putih Bonggol,26800.0
04/01/2023,Sulawesi Barat,Cabai Rawit Merah,36250.0
04/01/2023,Maluku,Beras Premium,14680.0
04/01/2023,Maluku,Beras Medium,12490.0
04/01/2023,Maluku,Bawang Merah,46040.0
04/01/2023,Maluku,Bawang Putih Bonggol,36080.0
04/01/2023,Maluku,Cabai Rawit Merah,83940.0
04/01/2023,Maluku Utara,Beras Premium,14480.0
04/01/2023,Maluku Utara,Beras Medium,12980.0
04/01/2023,Maluku Utara,Bawang Merah,53990.0
04/01/2023,Maluku Utara,Bawang Putih Bonggol,40760.0
04/01/2023,Maluku Utara,Cabai Rawit Merah,74990.0
04/01/2023,Papua Barat,Beras Premium,15750.0
04/01/2023,Papua Barat,Beras Medium,13410.0
04/01/2023,Papua Barat,Bawang Merah,55580.0
04/01/2023,Papua Barat,Bawang Putih Bonggol,43420.0
04/01/2023,Papua Barat,Cabai Rawit Merah,81660.0
04/01/2023,Papua,Beras Premium,15190.0
04/01/2023,Papua,Beras Medium,13300.0
04/01/2023,Papua,Bawang Merah,61000.0
04/01/2023,Papua,Bawang Putih Bonggol,37250.0
04/01/2023,Papua,Cabai Rawit Merah,87890.0
04/01/2023,Papua Barat Daya,Beras Premium,
04/01/2023,Papua Barat Daya,Beras Medium,
04/01/2023,Papua Barat Daya,Bawang Merah,
04/01/2023,Papua Barat Daya,Bawang Putih Bonggol,
04/01/2023,Papua Barat Daya,Cabai Rawit Merah,
04/01/2023,Papua Pegunungan,Beras Premium,
04/01/2023,Papua Pegunungan,Beras Medium,
04/01/2023,Papua Pegunungan,Bawang Merah,
04/01/2023,Papua Pegunungan,Bawang Putih Bonggol,
04/01/2023,Papua Pegunungan,Cabai Rawit Merah,
04/01/2023,Papua Tengah,Beras Premium,
04/01/2023,Papua Tengah,Beras Medium,
04/01/2023,Papua Tengah,Bawang Merah,
04/01/2023,Papua Tengah,Bawang Putih Bonggol,
04/01/2023,Papua Tengah,Cabai Rawit Merah,
04/01/2023,Papua Selatan,Beras Premium,
04/01/2023,Papua Selatan,Beras Medium,
04/01/2023,Papua Selatan,Bawang Merah,
04/01/2023,Papua Selatan,Bawang Putih Bonggol,
04/01/2023,Papua Selatan,Cabai Rawit Merah,
05/01/2023,Aceh,Beras Premium,12380.0
05/01/2023,Aceh,Beras Medium,11300.0
05/01/2023,Aceh,Bawang Merah,32570.0
05/01/2023,Aceh,Bawang Putih Bonggol,25190.0
05/01/2023,Aceh,Cabai Rawit Merah,
05/01/2023,Sumatera Utara,Beras Premium,12890.0
05/01/2023,Sumatera Utara,Beras Medium,11800.0
05/01/2023,Sumatera Utara,Bawang Merah,31190.0
05/01/2023,Sumatera Utara,Bawang Putih Bonggol,26240.0
05/01/2023,Sumatera Utara,Cabai Rawit Merah,62450.0
05/01/2023,Sumatera Barat,Beras Premium,15560.0
05/01/2023,Sumatera Barat,Beras Medium,13680.0
05/01/2023,Sumatera Barat,Bawang Merah,26540.0
05/01/2023,Sumatera Barat,Bawang Putih Bonggol,22640.0
05/01/2023,Sumatera Barat,Cabai Rawit Merah,50130.0
05/01/2023,Riau,Beras Premium,15390.0
05/01/2023,Riau,Beras Medium,13380.0
05/01/2023,Riau,Bawang Merah,30530.0
05/01/2023,Riau,Bawang Putih Bonggol,24870.0
05/01/2023,Riau,Cabai Rawit Merah,62690.0
05/01/2023,Jambi,Beras Premium,13270.0
05/01/2023,Jambi,Beras Medium,11080.0
05/01/2023,Jambi,Bawang Merah,26640.0
05/01/2023,Jambi,Bawang Putih Bonggol,23730.0
05/01/2023,Jambi,Cabai Rawit Merah,64720.0
05/01/2023,Sumatera Selatan,Beras Premium,12150.0
05/01/2023,Sumatera Selatan,Beras Medium,10840.0
05/01/2023,Sumatera Selatan,Bawang Merah,34030.0
05/01/2023,Sumatera Selatan,Bawang Putih Bonggol,24170.0
05/01/2023,Sumatera Selatan,Cabai Rawit Merah,57910.0
05/01/2023,Bengkulu,Beras Premium,12910.0
05/01/2023,Bengkulu,Beras Medium,11270.0
05/01/2023,Bengkulu,Bawang Merah,34580.0
05/01/2023,Bengkulu,Bawang Putih Bonggol,24990.0
05/01/2023,Bengkulu,Cabai Rawit Merah,53120.0
05/01/2023,Lampung,Beras Premium,12250.0
05/01/2023,Lampung,Beras Medium,11040.0
05/01/2023,Lampung,Bawang Merah,33510.0
05/01/2023,Lampung,Bawang Putih Bonggol,23370.0
05/01/2023,Lampung,Cabai Rawit Merah,56500.0
05/01/2023,Kepulauan Bangka Belitung,Beras Premium,13000.0
05/01/2023,Kepulauan Bangka Belitung,Beras Medium,10830.0
05/01/2023,Kepulauan Bangka Belitung,Bawang Merah,44310.0
05/01/2023,Kepulauan Bangka Belitung,Bawang Putih Bonggol,26440.0
05/01/2023,Kepulauan Bangka Belitung,Cabai Rawit Merah,79290.0
05/01/2023,Kepulauan Riau,Beras Premium,14310.0
05/01/2023,Kepulauan Riau,Beras Medium,12820.0
05/01/2023,Kepulauan Riau,Bawang Merah,41210.0
05/01/2023,Kepulauan Riau,Bawang Putih Bonggol,25900.0
05/01/2023,Kepulauan Riau,Cabai Rawit Merah,76450.0
05/01/2023,DKI Jakarta,Beras Premium,13040.0
05/01/2023,DKI Jakarta,Beras Medium,10730.0
05/01/2023,DKI Jakarta,Bawang Merah,44780.0
05/01/2023,DKI Jakarta,Bawang Putih Bonggol,31370.0
05/01/2023,DKI Jakarta,Cabai Rawit Merah,70040.0
05/01/2023,Jawa Barat,Beras Premium,12140.0
05/01/2023,Jawa Barat,Beras Medium,10660.0
05/01/2023,Jawa Barat,Bawang Merah,33650.0
05/01/2023,Jawa Barat,Bawang Putih Bonggol,25720.0
05/01/2023,Jawa Barat,Cabai Rawit Merah,66590.0
05/01/2023,Jawa Tengah,Beras Premium,12360.0
05/01/2023,Jawa Tengah,Beras Medium,10970.0
05/01/2023,Jawa Tengah,Bawang Merah,33830.0
05/01/2023,Jawa Tengah,Bawang Putih Bonggol,22490.0
05/01/2023,Jawa Tengah,Cabai Rawit Merah,56910.0
05/01/2023,D.I Yogyakarta,Beras Premium,12500.0
05/01/2023,D.I Yogyakarta,Beras Medium,11410.0
05/01/2023,D.I Yogyakarta,Bawang Merah,33660.0
05/01/2023,D.I Yogyakarta,Bawang Putih Bonggol,21450.0
05/01/2023,D.I Yogyakarta,Cabai Rawit Merah,57620.0
05/01/2023,Jawa Timur,Beras Premium,12250.0
05/01/2023,Jawa Timur,Beras Medium,11010.0
05/01/2023,Jawa Timur,Bawang Merah,32530.0
05/01/2023,Jawa Timur,Bawang Putih Bonggol,21500.0
05/01/2023,Jawa Timur,Cabai Rawit Merah,55380.0
05/01/2023,Banten,Beras Premium,11790.0
05/01/2023,Banten,Beras Medium,10800.0
05/01/2023,Banten,Bawang Merah,35960.0
05/01/2023,Banten,Bawang Putih Bonggol,26070.0
05/01/2023,Banten,Cabai Rawit Merah,69510.0
05/01/2023,Bali,Beras Premium,12870.0
05/01/2023,Bali,Beras Medium,11680.0
05/01/2023,Bali,Bawang Merah,31330.0
05/01/2023,Bali,Bawang Putih Bonggol,21600.0
05/01/2023,Bali,Cabai Rawit Merah,69090.0
05/01/2023,Nusa Tenggara Barat,Beras Premium,11490.0
05/01/2023,Nusa Tenggara Barat,Beras Medium,10230.0
05/01/2023,Nusa Tenggara Barat,Bawang Merah,36860.0
05/01/2023,Nusa Tenggara Barat,Bawang Putih Bonggol,25000.0
05/01/2023,Nusa Tenggara Barat,Cabai Rawit Merah,72220.0
05/01/2023,Nusa Tenggara Timur,Beras Premium,12450.0
05/01/2023,Nusa Tenggara Timur,Beras Medium,10850.0
05/01/2023,Nusa Tenggara Timur,Bawang Merah,39570.0
05/01/2023,Nusa Tenggara Timur,Bawang Putih Bonggol,34810.0
05/01/2023,Nusa Tenggara Timur,Cabai Rawit Merah,60720.0
05/01/2023,Kalimantan Barat,Beras Premium,14330.0
05/01/2023,Kalimantan Barat,Beras Medium,12540.0
05/01/2023,Kalimantan Barat,Bawang Merah,42530.0
05/01/2023,Kalimantan Barat,Bawang Putih Bonggol,25380.0
05/01/2023,Kalimantan Barat,Cabai Rawit Merah,77310.0
05/01/2023,Kalimantan Tengah,Beras Premium,15340.0
05/01/2023,Kalimantan Tengah,Beras Medium,12580.0
05/01/2023,Kalimantan Tengah,Bawang Merah,39470.0
05/01/2023,Kalimantan Tengah,Bawang Putih Bonggol,29190.0
05/01/2023,Kalimantan Tengah,Cabai Rawit Merah,72730.0
05/01/2023,Kalimantan Selatan,Beras Premium,17160.0
05/01/2023,Kalimantan Selatan,Beras Medium,12900.0
05/01/2023,Kalimantan Selatan,Bawang Merah,35270.0
05/01/2023,Kalimantan Selatan,Bawang Putih Bonggol,25380.0
05/01/2023,Kalimantan Selatan,Cabai Rawit Merah,58810.0
05/01/2023,Kalimantan Timur,Beras Premium,13870.0
05/01/2023,Kalimantan Timur,Beras Medium,12130.0
05/01/2023,Kalimantan Timur,Bawang Merah,38010.0
05/01/2023,Kalimantan Timur,Bawang Putih Bonggol,27270.0
05/01/2023,Kalimantan Timur,Cabai Rawit Merah,56940.0
05/01/2023,Kalimantan Utara,Beras Premium,15050.0
05/01/2023,Kalimantan Utara,Beras Medium,13540.0
05/01/2023,Kalimantan Utara,Bawang Merah,44260.0
05/01/2023,Kalimantan Utara,Bawang Putih Bonggol,32400.0
05/01/2023,Kalimantan Utara,Cabai Rawit Merah,76720.0
05/01/2023,Sulawesi Utara,Beras Premium,12860.0
05/01/2023,Sulawesi Utara,Beras Medium,11910.0
05/01/2023,Sulawesi Utara,Bawang Merah,42950.0
05/01/2023,Sulawesi Utara,Bawang Putih Bonggol,32490.0
05/01/2023,Sulawesi Utara,Cabai Rawit Merah,49180.0
05/01/2023,Sulawesi Tengah,Beras Premium,12240.0
05/01/2023,Sulawesi Tengah,Beras Medium,10720.0
05/01/2023,Sulawesi Tengah,Bawang Merah,40650.0
05/01/2023,Sulawesi Tengah,Bawang Putih Bonggol,31110.0
05/01/2023,Sulawesi Tengah,Cabai Rawit Merah,50160.0
05/01/2023,Sulawesi Selatan,Beras Premium,11610.0
05/01/2023,Sulawesi Selatan,Beras Medium,10240.0
05/01/2023,Sulawesi Selatan,Bawang Merah,34460.0
05/01/2023,Sulawesi Selatan,Bawang Putih Bonggol,26450.0
05/01/2023,Sulawesi Selatan,Cabai Rawit Merah,31920.0
05/01/2023,Sulawesi Tenggara,Beras Premium,12070.0
05/01/2023,Sulawesi Tenggara,Beras Medium,10810.0
05/01/2023,Sulawesi Tenggara,Bawang Merah,40920.0
05/01/2023,Sulawesi Tenggara,Bawang Putih Bonggol,31990.0
05/01/2023,Sulawesi Tenggara,Cabai Rawit Merah,49580.0
05/01/2023,Gorontalo,Beras Premium,12410.0
05/01/2023,Gorontalo,Beras Medium,11180.0
05/01/2023,Gorontalo,Bawang Merah,38340.0
05/01/2023,Gorontalo,Bawang Putih Bonggol,32860.0
05/01/2023,Gorontalo,Cabai Rawit Merah,48820.0
05/01/2023,Sulawesi Barat,Beras Premium,12040.0
05/01/2023,Sulawesi Barat,Beras Medium,10900.0
05/01/2023,Sulawesi Barat,Bawang Merah,34980.0
05/01/2023,Sulawesi Barat,Bawang Putih Bonggol,27110.0
05/01/2023,Sulawesi Barat,Cabai Rawit Merah,36250.0
05/01/2023,Maluku,Beras Premium,14770.0
05/01/2023,Maluku,Beras Medium,12760.0
05/01/2023,Maluku,Bawang Merah,46860.0
05/01/2023,Maluku,Bawang Putih Bonggol,35550.0
05/01/2023,Maluku,Cabai Rawit Merah,85300.0
05/01/2023,Maluku Utara,Beras Premium,14480.0
05/01/2023,Maluku Utara,Beras Medium,12980.0
05/01/2023,Maluku Utara,Bawang Merah,53990.0
05/01/2023,Maluku Utara,Bawang Putih Bonggol,40760.0
05/01/2023,Maluku Utara,Cabai Rawit Merah,74990.0
05/01/2023,Papua Barat,Beras Premium,15660.0
05/01/2023,Papua Barat,Beras Medium,13230.0
05/01/2023,Papua Barat,Bawang Merah,55750.0
05/01/2023,Papua Barat,Bawang Putih Bonggol,43380.0
05/01/2023,Papua Barat,Cabai Rawit Merah,78330.0
05/01/2023,Papua,Beras Premium,15240.0
05/01/2023,Papua,Beras Medium,13180.0
05/01/2023,Papua,Bawang Merah,59850.0
05/01/2023,Papua,Bawang Putih Bonggol,36360.0
05/01/2023,Papua,Cabai Rawit Merah,89740.0
05/01/2023,Papua Barat Daya,Beras Premium,
05/01/2023,Papua Barat Daya,Beras Medium,
05/01/2023,Papua Barat Daya,Bawang Merah,
05/01/2023,Papua Barat Daya,Bawang Putih Bonggol,
05/01/2023,Papua Barat Daya,Cabai Rawit Merah,
05/01/2023,Papua Pegunungan,Beras Premium,
05/01/2023,Papua Pegunungan,Beras Medium,
05/01/2023,Papua Pegunungan,Bawang Merah,
